0,CombatZoneResize,133,251,508,391,TLResume,,
0,HeartTeleport,320,322,,,,,
0,HeartMode,0,,,,,,
0,BoneHRepeat,38,257,62,0,240,25,120
0,BoneHRepeat,533,366,62,2,240,25,120
0,GasterBlaster,0,320,322,320,322,90,1,0.1,,
0,GasterBlaster,0,320,322,320,322,0,1,0.1,,
0,GasterBlaster,0,270,272,270,272,90,1,0.1,,
0,GasterBlaster,0,270,272,270,272,0,1,0.1,,
0,GasterBlaster,0,370,372,370,372,90,1,0.1,,
0,GasterBlaster,0,370,372,370,372,0,1,0.1,,
1,GasterBlaster,0,295,297,295,297,90,1,0.1,,
0,GasterBlaster,0,295,297,295,297,0,1,0.1,,
0,GasterBlaster,0,345,347,345,347,90,1,0.1,,
0,GasterBlaster,0,345,347,345,347,0,1,0.1,,
1,GasterBlaster,0,320,322,320,322,90,1,0.1,,
0,GasterBlaster,0,320,322,320,322,0,1,0.1,,
0,GasterBlaster,0,270,272,270,272,90,1,0.1,,
0,GasterBlaster,0,270,272,270,272,0,1,0.1,,
0,GasterBlaster,0,370,372,370,372,90,1,0.1,,
0,GasterBlaster,0,370,372,370,372,0,1,0.1,,
1,GasterBlaster,0,295,297,295,297,90,1,0.1,,
0,GasterBlaster,0,295,297,295,297,0,1,0.1,,
0,GasterBlaster,0,345,347,345,347,90,1,0.1,,
0,GasterBlaster,0,345,347,345,347,0,1,0.1,,
1,GasterBlaster,0,320,322,320,322,90,1,0.1,,
0,GasterBlaster,0,320,322,320,322,0,1,0.1,,
0,GasterBlaster,0,270,272,270,272,90,1,0.1,,
0,GasterBlaster,0,270,272,270,272,0,1,0.1,,
0,GasterBlaster,0,370,372,370,372,90,1,0.1,,
0,GasterBlaster,0,370,372,370,372,0,1,0.1,,
1,BoneStab,0,165,0.7,3,
0,BoneStab,2,165,0.7,3,
0,BoneVRepeat,593,257,62,2,180,4,120
0,BoneVRepeat,533,324,62,2,180,4,120
4,EndAttack,,,,,,,
